,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.5455521941184998,0.752738893032074,0.2092379331588745,0.9926562309265137
1,0.29617494344711304,0.8833635449409485,0.13938920199871063,0.9316156506538391
2,0.22734583914279938,0.9274178147315979,0.12261110544204712,0.9351000189781189
3,0.19898027181625366,0.9331204891204834,0.11714532226324081,0.9421218633651733
4,0.1784079521894455,0.9403467774391174,0.11325237154960632,0.946862518787384
5,0.1466001570224762,0.9522165060043335,0.1237768679857254,0.9555531144142151
6,0.14349795877933502,0.9528549909591675,0.09989738464355469,0.9690750241279602
7,0.1198035404086113,0.9604294896125793,0.11021903157234192,0.9569968581199646
8,0.11456020921468735,0.9636363387107849,0.11288461834192276,0.9607468843460083
9,0.1049029603600502,0.9668867588043213,0.10221412777900696,0.9616187214851379
10,0.10043933987617493,0.9685554504394531,0.09232441335916519,0.957812488079071
11,0.09372922033071518,0.970964252948761,0.06676404178142548,0.9847593903541565
12,0.089195117354393,0.9725748896598816,0.0860513374209404,0.9843093752861023
13,0.09441228210926056,0.9706014394760132,0.06900220364332199,0.9794062376022339
14,0.08850157260894775,0.9730972647666931,0.1010502502322197,0.961593747138977
15,0.08669526129961014,0.973648726940155,0.09584479033946991,0.9712937474250793
16,0.0851544588804245,0.9742871522903442,0.080697201192379,0.9778937697410583
17,0.080532006919384,0.9761155247688293,0.08009663969278336,0.9809093475341797
18,0.08037617802619934,0.9761300086975098,0.0775752067565918,0.9770437479019165
19,0.08074553310871124,0.9761735200881958,0.0942654013633728,0.9677374958992004
20,0.08261072635650635,0.9758833050727844,0.0874858945608139,0.9744593501091003
21,0.0783146545290947,0.9772908687591553,0.07197901606559753,0.982643723487854
22,0.07613319903612137,0.978190541267395,0.09556321054697037,0.9838281273841858
23,0.0746898353099823,0.9791772365570068,0.10129976272583008,0.9829875230789185
24,0.07696099579334259,0.978234052658081,0.09287510067224503,0.9786343574523926
25,0.07530231773853302,0.9780454039573669,0.0883154422044754,0.9796500205993652
26,0.08155268430709839,0.9765798449516296,0.09829413890838623,0.9781531095504761
27,0.08291096985340118,0.9763186573982239,0.11590702831745148,0.9848812222480774
28,0.07139183580875397,0.9801349639892578,0.11021576821804047,0.9842249751091003
29,0.06811214238405228,0.9810346364974976,0.09231062978506088,0.9796437621116638
